-3.94110 -4.62813
-1.85523 -2.91394
-0.39328 -2.05578
-2.77603 -2.81226
-2.52771 -7.61515
2.08236 -4.31528
7.70772 -9.61128
1.24890 -3.40951
1.09650 -3.81709
1.07752 -1.19794
2.07573 -2.77821
-1.07583 -4.91425
-0.56389 -1.83988
-2.72405 -5.21259
3.12641 -1.91614
-1.80888 -3.77982
-2.16420 -3.66586
-0.23452 -0.64250
3.51444 -9.83446
4.43734 -3.95537
-0.58862 -4.32418
8.07055 -7.12506
9.19443 -3.90046
4.64308 -1.02291
3.12358 0.53547
4.74225 2.06806
2.60723 2.13731
6.44816 -6.93674
2.80093 -6.16012
4.51988 -2.97681
4.61575 -6.02417
-3.23354 -6.66674
3.33320 -2.62972
8.21380 -3.50851
11.76091 0.78334
3.90595 -3.05244
3.32587 -4.14925
-0.88215 -8.88936
0.18181 -8.94522
5.27200 -1.60167
1.56488 0.01735
2.65209 -7.55448
-2.62818 -8.79053
3.61521 -5.07104
0.83715 1.89370
3.15105 -5.19949
7.19931 -3.02108
-2.72922 1.27981
1.69373 -1.53048
-0.79797 -1.88164
2.97134 -0.22998
2.25328 -1.84098
2.06854 1.43049
4.70169 -5.75377
4.03110 -7.82393
-1.87869 -0.56809
2.38314 -8.93957
-0.88595 -7.37610
6.29538 4.70603
6.42648 -1.87239
1.70298 -2.13639
-2.08142 -0.90418
4.77036 3.97699
3.69269 -1.07102
7.23268 -3.15846
9.85441 -3.37210
-1.24406 -0.41891
1.01813 0.82642
5.96812 -3.52949
3.87307 -6.05451
1.37161 -6.77741
0.96735 -4.55889
4.99334 0.33506
1.96437 1.13516
-4.76477 2.58854
3.37279 -1.90985
4.41260 2.04794
7.21289 -3.89020
2.79874 -2.11016
6.74659 1.92455
2.61448 -2.32533
4.05027 4.06261
7.32253 -3.16685
9.13743 -3.92849
3.99163 1.53882
3.38994 -2.70925
0.82635 0.02485
1.72144 1.63081
3.01687 -1.51986
5.90089 2.12129
4.22302 -5.35938
3.21649 -5.70933
5.73169 -6.23504
3.51475 -5.51499
9.88255 -2.36113
5.16155 -2.80997
5.04668 -4.51457
7.80118 1.49658
5.99582 1.67712
7.76642 2.00096
1.06260 -4.81313
2.37160 3.89844
1.65327 0.04980
5.03523 -0.84069
4.99328 0.37775
4.28803 -3.99762
10.42955 0.44577
12.34769 -6.16178
1.63051 1.79965
5.13403 0.22220
10.72367 5.71457
4.04679 -4.30661
3.77378 -3.04008
9.28101 4.27121
6.09085 -3.85795
6.78882 5.95066
12.41224 3.41204
7.72096 4.08291
10.34169 -1.18582
5.26984 0.30636
3.71575 -1.11529
3.43384 -8.13179
7.28083 -4.16226
4.21318 -5.86510
6.53309 -0.55199
7.34381 2.40476
1.17181 -1.05868
4.59966 -1.19766
7.99572 -3.00434
2.17967 -3.98606
8.98195 3.41715
11.81572 4.28459
6.58246 -2.59448
0.19082 -3.59940
5.40818 -1.23466
4.17364 2.49683
5.18326 -2.01315
8.40167 5.92363
1.02766 4.21191
10.13994 2.44913
9.56458 1.42921
6.67144 5.42930
7.94394 1.53449
11.41176 -2.75190
6.45190 -2.76113
12.67342 0.24511
6.28145 7.60050
0.41146 -3.07291
11.27741 0.68719
5.97521 1.78930
5.27220 1.67437
9.47354 -1.38307
9.29289 1.74759
9.00345 3.53980
9.02427 5.38729
5.20012 4.76139
4.85859 -1.49893
11.44944 0.60311
9.68945 2.14892
7.45756 4.88873
3.45766 0.71691
3.95735 3.70976
6.31040 6.34420
5.15699 3.54057
2.72363 2.62287
8.83940 3.94581
7.08046 2.90790
10.74695 3.24423
11.75062 -1.64591
5.87598 -5.00104
4.81504 3.06351
3.23066 1.57676
9.39928 0.87600
8.79340 0.48601
6.99660 8.13137
13.47262 3.28318
10.02647 7.06727
4.53672 5.63225
7.64553 2.51012
11.29205 6.91271
7.46288 8.56614
12.12316 -1.42437
6.09472 4.04094
9.35091 1.01871
12.82787 1.82494
9.11837 3.60598
5.91002 -1.44179
10.14851 7.25190
6.03786 -3.78324
7.77629 6.57500
6.43385 -0.66157
6.76223 2.13243
11.08146 5.54981
14.34750 -0.42626
11.80954 -1.24160
7.07360 3.11946
12.82521 -0.96812
5.64038 -0.23734
11.83659 2.23127
3.14858 2.82714
21.78038 47.12727
19.10399 41.73870
21.17832 46.01971
25.73959 40.55866
21.30405 45.35725
28.90336 39.90347
23.95733 40.73354
30.19731 37.89716
24.91590 38.84536
21.79885 37.77928
24.88578 41.11309
25.48204 40.82989
29.59902 38.14959
22.76253 37.49777
28.21760 38.46485
24.42637 45.23827
23.21988 38.69912
28.59294 36.82579
23.39097 36.90062
24.23561 44.50810
28.17995 42.55787
24.10103 37.89410
27.42286 45.32641
26.73907 49.77629
30.90424 38.17460
27.07730 34.50797
30.13385 50.38963
30.19565 36.31021
33.16363 36.13513
33.93513 38.98631
28.46061 38.90641
30.84515 41.48298
32.80622 37.99079
30.24441 39.43403
35.64522 43.92113
31.30226 34.34238
30.31389 37.21583
29.08191 38.85960
33.58162 40.53017
34.54170 33.79467
34.63646 37.63531
33.72214 39.72002
29.61564 34.73346
35.25818 41.44898
33.83381 36.69172
30.27187 39.95561
29.32692 36.41996
37.70279 36.31911
35.91048 37.38786
38.13060 32.92873
35.01536 35.79310
38.58932 35.80040
32.45746 31.30248
27.05436 33.66901
34.00125 35.18031
33.74365 32.69272
33.50873 35.90161
39.23840 34.41039
40.16931 30.35362
33.42830 31.74715
38.48092 34.50973
40.65338 29.99151
36.70894 33.05865
39.82384 37.07330
35.79961 38.93062
38.67369 25.11482
35.45282 34.67660
43.17627 31.18788
34.51134 34.69777
40.50133 36.65181
38.83833 36.89737
36.97076 37.38908
41.47062 40.06001
41.88778 29.45467
38.95693 32.62201
42.16737 31.08722
38.91646 32.99434
37.49252 31.02975
38.23858 33.08226
41.52540 36.14870
39.41853 27.36424
40.61953 29.76547
37.34600 34.09454
34.05538 28.00323
38.14719 28.00833
38.21835 31.00104
42.42122 31.68630
45.15775 28.48710
42.30477 31.94656
42.46125 29.10159
36.95006 27.95429
43.53150 28.21293
41.24797 33.17569
44.26890 29.93790
42.46789 32.71336
44.85605 29.24157
43.56355 27.47656
47.22763 30.30057
44.73315 26.74138
49.11841 29.72440
42.70319 25.90163
45.75051 31.93999
48.04700 31.83866
47.23360 27.93356
47.50230 19.08775
44.34881 24.77986
51.89072 24.28302
44.58223 27.79086
47.92195 32.07701
51.37828 25.45749
43.59739 28.47207
49.36042 25.15025
51.00690 18.57976
47.80959 33.67891
52.69997 25.02686
47.15705 32.27806
47.57960 26.31210
47.63495 29.53112
47.08463 23.33916
43.22176 28.95740
46.94379 21.09780
44.80835 24.36324
56.36293 24.76551
53.40219 28.21179
46.64016 22.14399
54.88400 20.85311
52.97181 22.66417
53.18556 19.88284
46.79344 26.73700
53.08792 25.65230
51.62409 25.02733
54.77230 29.95866
54.41253 22.42959
52.35567 23.94990
58.11162 22.29400
52.39198 25.87353
56.03986 21.93717
52.18104 23.61654
52.79377 25.73035
52.97511 15.37125
54.58638 25.21332
54.11664 15.69420
51.77885 26.44919
52.38862 21.57742
52.30455 21.90936
54.71373 24.27226
58.64716 18.08639
55.58461 18.41914
56.42927 24.08502
54.59179 22.44144
63.12038 17.92764
57.95123 20.07971
56.07831 17.91515
61.64931 16.61654
60.57645 18.47640
58.06105 18.88844
60.29569 20.81104
55.29721 19.08248
54.68434 21.97172
55.38111 19.67209
56.58785 21.49446
58.32368 22.23250
60.99921 14.71830
60.13601 24.89153
60.81804 15.62265
53.95306 22.10205
61.99424 19.33895
61.01984 23.04620
60.12915 16.09302
55.25070 18.69143
64.80006 17.85122
59.19880 16.86672
63.61481 14.37042
59.69431 11.74900
67.42432 16.49840
62.92037 14.74424
65.06470 15.94165
61.16750 21.02824
62.05386 24.90340
68.99202 19.76878
62.53106 14.72072
64.59025 23.17946
62.50433 14.68637
59.07557 15.97444
62.23195 18.46924
63.91230 18.66964
60.05697 18.06426
65.99058 19.54598
63.82351 16.48762
68.27246 8.54761
57.56660 16.79038
70.38158 15.49063
61.22254 14.72730
70.04720 13.50484
68.38704 14.33901
70.93621 10.25722
62.45074 18.02581
66.15443 11.33947
64.92014 18.76756
64.33128 12.51295
74.91501 17.38855
66.37341 8.64816
62.99203 19.03677
73.83053 17.87837
72.81591 16.53658
69.02273 11.33587
70.70171 14.54422
72.91163 8.97774
71.85530 12.60054
70.47659 8.69728
68.28717 19.27131
68.34018 13.97712
71.15180 13.40456
75.31844 10.09419
72.70699 15.24981
67.27082 13.23992
67.25026 12.39782
75.80864 8.13367
68.06016 5.96795
69.02744 13.53960
75.11219 6.42326
75.25391 8.35620
72.08516 10.76717
72.15007 10.83788
70.17810 11.62347
75.58764 7.42762
74.78080 7.27113
75.01922 7.29977
71.50515 7.89302
72.78036 9.74974
74.19863 9.38838
67.68678 9.36099
76.37066 12.50625
73.12821 7.14395
74.86812 4.59843
76.49439 11.60333
75.11813 6.12512
77.85060 3.62851
76.63324 8.11202
77.43661 9.78753
75.31814 8.07961
76.45030 9.13819
77.23405 10.69319
75.46154 11.96828
80.85918 7.15620
74.46800 3.17366
73.35962 7.11169
76.98045 3.26471
78.88294 6.85624
79.50518 9.55205
82.06834 4.71354
75.46294 13.76680
86.19760 7.18126
74.26097 7.09962
82.52068 4.30073
79.37908 3.51123
77.30178 4.73142
79.54251 6.23801
82.28727 9.82575
83.52372 -1.86085
83.56116 3.87938
82.48464 0.94897
84.80427 0.86668
84.72802 5.36395
84.74944 3.71556
79.93803 6.80496
85.58485 7.28161
77.02512 8.75531
84.17422 6.39235
83.68399 4.79498
79.85202 5.91948
83.69487 5.60610
80.74210 0.20715
86.31087 3.25486
83.60893 4.05417
88.46718 4.92668
90.04384 4.57844
85.18766 2.27579
82.69276 -0.26427
85.43010 0.83035
85.84462 -0.72785
86.32117 0.38866
87.81184 2.49901
86.69983 1.95602
87.82185 2.06499
85.32343 -1.22340
87.07143 5.43085
85.01248 2.48293
79.91437 4.73813
95.96784 -0.43510
81.13030 4.82546
84.58227 5.36463
79.82357 1.04272
86.86846 -0.19713
90.02617 -2.07477
85.34234 5.78716
85.36199 1.48003
87.29594 1.03329
93.23202 -5.09631
91.36612 4.05291
75.80107 91.27788
81.89346 92.95186
81.41443 90.69365
77.93560 92.24515
77.77132 94.42453
73.91833 94.02382
80.14270 91.19381
81.77429 95.68781
77.14166 89.11730
74.17080 96.85437
76.00849 88.11204
77.20976 85.22501
74.58685 92.52353
81.72817 92.31010
78.39576 91.08891
76.59246 95.65689
76.24282 89.52688
78.01922 89.25139
80.05880 96.40258
82.06920 96.38040
77.16113 96.92725
77.22608 96.58310
78.00888 82.79994
77.99153 95.27039
73.88194 84.63244
74.07961 95.55076
75.44455 89.50219
69.35023 89.66462
76.41991 87.75346
74.53094 85.30441
78.50491 94.91102
77.25795 94.49291
77.04451 91.26346
76.51923 85.77963
67.89214 89.60206
74.12067 95.40540
71.31021 91.07135
70.57103 90.19368
78.27218 98.29941
69.50585 93.69891
73.24589 96.77922
67.86615 93.46043
78.76521 94.10485
73.97919 94.57323
70.08450 96.38538
71.25293 96.64386
69.24185 97.36509
71.49980 96.65723
67.79138 88.98222
70.39585 93.34681
75.22061 96.11163
64.25451 96.85247
68.08947 92.34365
70.49077 98.36660
68.94087 91.65205
68.97936 94.91481
69.46986 96.91404
68.51066 91.63112
67.20317 95.69212
67.85394 92.55202
73.61828 94.27534
69.71604 100.61593
67.71714 95.29326
69.30708 97.26179
64.95328 95.62592
72.62595 90.51401
69.23625 98.66196
68.17226 103.91167
61.11527 93.36785
64.37206 92.45546
67.39993 94.21170
64.62490 92.54301
65.33570 99.04388
68.71653 96.85465
66.46369 93.52670
63.82707 94.83612
63.86853 98.50981
64.46690 91.37600
62.08965 97.09949
60.86352 100.58853
67.81492 101.33260
64.05770 98.97160
66.50405 99.65690
64.52885 98.87728
61.77522 99.85492
64.00738 100.97452
68.72827 100.15137
60.97917 96.03687
66.90351 97.61705
63.36800 100.77620
61.50656 105.10678
63.08376 94.76839
62.33738 102.34712
60.94194 97.16985
63.68762 97.82000
49.09172 95.42351
56.99147 98.67804
62.77030 104.25261
60.37781 98.48842
57.82068 96.86303
